Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
27/05/2020,"Apt 6 Sycamore Hall, Clay Farm, Leopardstown",,Dublin,"€264,317.18",No,Yes,New Dwelling house /Apartment,
01/02/2012,"93 MIllview Lawns, Malahide",,Dublin,"€471,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2016,"CLONLEA, 19 MARBLE HALL PARK, DOUGLAS RD",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2015,"20 MOOREHALL CLOSE, HALE STREET, ARDEE",,Louth,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2014,"1A SEA ROAD, KILCOOLE, WICKLOW",,Wicklow,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2010,"Apartment 13, John's Court, Birr",,Offaly,"€158,590.30",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
23/03/2016,"SHANAKIEL, RATHCOOLE, MALLOW",,Cork,"€18,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2019,"73 THE PARK, KILLANE VIEW, EDENDERRY",,Offaly,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2013,"5 Shandon Crescent, Phibsborough",Dublin 7,Dublin,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2016,"16 GIEANN AIBHINN, COCKHILL, DONEGAL",,Donegal,"€157,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2019,"1 THE COURT YARD, MILL ST, BIRR",,Offaly,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"HENRY LANE, KENMARE, CO. KERRY",,Kerry,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2020,"4 UPPER MAIN STREET, BALLYHAUNIS, COUNTY MAYO",,Mayo,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"13 Phoenix Park Way, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/03/2014,"22 KERRYHALL RD, CORK, CORK",,Cork,"€74,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2019,"6 The Place, Citywest Village, Citywest",Dublin 24,Dublin,"€290,748.90",No,Yes,New Dwelling house /Apartment,
21/09/2015,"60 SANCTA MARIA TERRACE, SWINFORD, COUNTY MAYO",,Mayo,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2018,"APT 76, PIER 19, BRIDGEFOOT ST DUBLIN 8",Dublin 8,Dublin,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2016,"39 The Terrace, Robswall, Malahide",,Dublin,"€555,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2014,"BALDWINTOWN, VILLAGE, BRIDGETOWN",,Wexford,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2011,"altarate, clones",,Monaghan,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2019,"KILMORE, DRIMOLEAGUE, CO CORK",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2015,"33 cluain ard, ardnacassa, longford",,Longford,"€21,145.37",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/08/2017,"76 Cois Na Mara, Bettystown",,Meath,"€233,480.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/09/2014,"30 MILL HOUSE, ENNIS, CLARE",,Clare,"€16,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2013,"Woodlands, Glen of the Downs, Delgany",,Wicklow,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2010,"ballygaddy, sharavogue, birr",,Offaly,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2016,"16 ANKERS COURT, DUBLIN RD, ATHLONE",,Westmeath,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2012,"Freaghavaleen, Miltown, Malbay",,Clare,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"2 KNOCKLYON CLOSE, KNOCKLYON, DUBLIN 16",,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2017,"8 RIVERSIDE, NEWSTREET, ABBEYFEALE",,Limerick,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2019,"61 BOROIMHE ASPEN, SWORDS, DUBLIN",,Dublin,"€450,099.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2020,"HARBOUR VIEW, GRABALL RD, CROSSHAVEN",,Cork,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2016,"CORBETSTOWN, KILLUCAN, WESTMEATH",,Westmeath,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2020,"86 Oldwood, Ardsallagh, Roscommon",,Roscommon,"€215,859.00",No,Yes,New Dwelling house /Apartment,
26/05/2015,"16 KILLAN RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"12 CLOS NA RI, COOLCOTTS, WEXFORD",,Wexford,"€109,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/07/2010,"40 The Beeches, Clogherhead",,Louth,"€218,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
01/08/2019,"5 CLUAIN RI, CAHEROYAN, ATHENRY",,Galway,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2014,"MILLTOWN, CHARLEVILLE, CORK",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"44 BATT DONEGAN PLACE, CHARLEVILLE, CO CORK",,Cork,"€60,325.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/06/2018,"GORMLEE, CARRIGNAVAR, CORK",,Cork,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2010,"COOMNAKILLA, BLACKWATER, KILLARNEY",,Kerry,"€255,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"St. Judes 15 KNAPPAGH RD, SLIGO, SLIGO",,Sligo,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2016,"189 THE BOULEVARD, MOUNT EUSTACE, TYRRELSTOWN DUBLIN 15",Dublin 15,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2020,"Apt 300  The Elm, Trimbleston, Goatstown  Road",Dublin 14,Dublin,"€365,639.00",No,Yes,New Dwelling house /Apartment,
07/10/2014,"99 FATHER GRIFFIN RD, SALTHILL, CO GALWAY",,Galway,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2015,"THE COTTAGE, UPPER BOLLARD, SHILLELAGH",,Wicklow,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2012,"19 Scanlan Park, Castleconnell",,Limerick,"€36,100.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/10/2015,"12 CHURCH AVE, CASTLECOMER, KILKENNY",,Kilkenny,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2017,"7 WILLOW COURT, DUBLIN RD, PORTLAOISE",,Laois,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2016,"7 CORNMILL PARK, BALLYMOTE, SLIGO",,Sligo,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2011,"32 Firies Drive, Firies, killarney",,Kerry,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"TARA, CLOONSHANBALLY, CULFADDA",,Sligo,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2014,"WARDENSTOWN, KILLUCAN, CO WESTMEATH",,Westmeath,"€49,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2019,"22 Edenbrook Green, Edenbrook, Citywest",,Dublin,"€321,585.90",No,Yes,New Dwelling house /Apartment,
20/09/2018,"LARAGH, BALLYGLUNIN, TUAM",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2010,"134 The Maples, Bird Avenue, Clonskeagh  Dublin 14",,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2017,"14 ALDEN PARK, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€466,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2016,"39 Sion Hill Park, Sion Hill Road, Drumcondra",Dublin 9,Dublin,"€409,691.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
17/10/2016,"23 KILCARRIG ST, BAGENALSTOWN, CARLOW",,Carlow,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"13 Longview Place, Millers Glen, Swords",,Dublin,"€315,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/2020,"12 OLDBRIDGE COURT, LUCAN, DUBLIN",,Dublin,"€328,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2014,"21 Claremont Avenue, Honeypark, Dun Laoghaire",Dublin 18,Dublin,"€563,876.66",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/06/2010,"Ballynaroon, Glanmire, Co. Cork",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2017,"86 DRUMKAY, RATHNEW CO WICKLOW",,Wicklow,"€96,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/07/2020,"27 WATERSIDE CLOSE, WATERSIDE, SWORDS RD  MALAHIDE",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2021,"19 DELFERN GROVE, MARYBOROUGH HILL, DOUGLAS",,Cork,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2020,"1 BALLINTORE, BALLYMORE, FERNS",,Wexford,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"28 THE ARCHES, GAS HOUSE LANE, KILKENNY",,Kilkenny,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2013,"2 Droim Ard Avenue, Letterkenny",,Donegal,"€273,127.75",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/12/2020,"55 USHNAGH COURT, LYNN RD, MULLINGAR",,Westmeath,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2013,"Cloonoran, Moylough, Ballinasloe",,Galway,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2018,"10 FORESTER PARK, DALYSFORT RD, SALTHILL",,Galway,"€332,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2017,"55 Carraig Ean, edenderry, Co. Offaly",,Offaly,"€20,000.00",No,No,New Dwelling house /Apartment,less than 38 sq metres
14/12/2017,"81 KILLEGLAND HOUSE, KILLEGLAND ST, ASHBOURNE",,Meath,"€192,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2013,"Puckoon, Newtown, Garristown",,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"6 MEADOW BROOK, MONIVEA, GALWAY",,Galway,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2015,"11 Willow Park, Primrose Way, Celbridge",,Kildare,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2011,"malinmore, glencolmcille",,Donegal,"€70,484.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/01/2020,"2 SOMERTON PARK, BALLINLOUGH RD, CORK",,Cork,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2021,"79 GLEANN NA RI, MURROUGH, RENMORE",,Galway,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2020,"16A THE BUNGALOW, ADRIAN AVENUE, HAROLDS CROSS",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2020,"No. 3 The Court, Hazelbrook Square, Whitehall Road",Dublin 14,Dublin,"€506,607.00",No,Yes,New Dwelling house /Apartment,
08/03/2019,"107 ST JOSEPHS PARK, NENAGH, TIPPERARY",,Tipperary,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2020,"134 Cedar Place, Ridgewood, Swords",,Dublin,"€342,427.00",No,Yes,New Dwelling house /Apartment,
13/02/2019,"84 BRAYTON PARK, KILCOCK, KILDARE",,Kildare,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2013,"44 Monaleen Park, Castletroy, Limerick",,Limerick,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2014,"25 parnel park, Navan",,Meath,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"31 WATERS EDGE, OLDTOWN DEMENSE, NAAS",,Kildare,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"13 Dalriada Walk, Knocklyon, Dublin 16",,Dublin,"€344,383.12",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
09/12/2020,"42 OCEAN POINT, COURTOWN, WICKLOW",,Wicklow,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2014,"178 St  Margaret's Road, Hampton Wood, Finglas",Dublin 11,Dublin,"€157,430.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
16/05/2017,"12 WARREN CRESCENT, CARPENTERSTOWN, DUBLIN 15",,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2020,"22 KILDERRY HALL, KILLEGLAND, ASHBOURNE",,Meath,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2016,"14 MOUNT CARMEL PARK, FIRHOUSE RD, DUBLIN 24",Dublin 24,Dublin,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2012,"Canuig, Ballinskelligs",,Kerry,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2015,"Croaghnamaddy, Dungloe",,Donegal,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2014,"Myross, Ballea Road, Carrigaline",,Cork,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2021,"38 Strand View, Howth Road",Dublin 5,Dublin,"€583,752.00",No,Yes,New Dwelling house /Apartment,
08/01/2014,"GLAUNBAWN, GORTATLEA, TRALEE",,Kerry,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"5 GLENBEG POINT, ARDAMINE, CO. WEXFORD",,Wexford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2017,"APT 44 THE CRESCENT, CHARLESLAND, GREYSTONES",,Wicklow,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"110 WATSON DR, DUN LAOGHAIRE, DUBLIN",,Dublin,"€582,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2018,"227 ROSEMOUNT, THURLES, TIPPERARY",,Tipperary,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2010,"Liscarroll, Mallow",,Cork,"€64,170.82",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"57 MELITTA PARK, KILDARE, KILDARE",,Kildare,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2013,"Knockeevan, Clerihan, Clonmel",,Tipperary,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2014,"34 COIS GHRUDA, KILBANE, CASTLETROY",,Limerick,"€121,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"1 The Terrace, Robswall, Malahide",,Dublin,"€475,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/07/2016,"LITTLE BRIDGE, DUNGLOE, DONEGAL",,Donegal,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/03/2021,"30 Gort an Ghabhann, Claregalway",,Galway,"€328,290.00",No,Yes,New Dwelling house /Apartment,
06/05/2016,"25 FRANCIS STREET, WATERFORD, CO WATERFORD",,Waterford,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"BALLINGOWAN, VILLIERSTOWN, CAPPOQUIN",,Waterford,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2016,"34 Ardan Rua, Gortlandroe, Nenagh",,Tipperary,"€170,925.02",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/09/2020,"36 SEAVIEW PARK, CLIFFONEY, SLIGO",,Sligo,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2019,"35 THE MOORINGS, COLLA RD, SCHULL",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2014,"Sleaty Road, Graiguecullen, carlow",,Carlow,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2015,"Cornafulla, Athlone",,Roscommon,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2021,"CREGG, BALLINCAR, COUNTY SLIGO",,Sligo,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2020,"41 ASHBROOK, THE MOYNE, ENNISCORTHY",,Wexford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"43 COOPERS GRANGE, OLD QUARTER, BALLINCOLLIG",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2020,"LIBERTIES, CARLINGFORD, LOUTH",,Louth,"€484,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2017,"3 BARTRA ROCK, HARBOUR ROAD, DALKEY",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"5 SEFFIN AVE, BIRR, OFFALY",,Offaly,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2013,"Back Road, Castletownbere",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2021,"137 THE GLEN, ALDERBROOK, ASHBOURNE",,Meath,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"8 MELVIN COURT, KINLOUGH, LEITRIM",,Leitrim,"€59,640.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/08/2021,"42 BALLYOUGHTRAGH HEIGHTS, MILLTOWN, KILLARNEY",,Kerry,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2019,"CORRACLOUGHAN, CASTLEBLAYNEY, MONAGHAN",,Monaghan,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"5 lonsdale, howth road, raheny",Dublin 5,Dublin,"€603,524.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/07/2021,"34 A SARSFIELD STREET, NENAGH, CO TIPPERARY",,Tipperary,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2021,"61 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,"€217,754.97",No,Yes,New Dwelling house /Apartment,
07/09/2011,"17 The Paddocks, Brownshill Rd.",,Carlow,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2016,"RAVENSDALE, DUNDALK, LOUTH",,Louth,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2014,"H140 BRU NA SIONNA, SHANNON, CLARE",,Clare,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2021,"37 Grand Canal Wood, Allenwood",,Kildare,"€299,000.00",No,Yes,New Dwelling house /Apartment,
20/09/2013,"23 Greenbank, Ashley Court, Waterford",,Waterford,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2021,"55 THE RED MILL, NORTH BRUNSWICK ST, DUBLIN 7",Dublin 7,Dublin,"€301,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2018,"11 ELKWOOD, BALLYROAN HEIGHTS, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2020,"36 AYLSBURY, BALLINCOLLIG, CORK",,Cork,"€386,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"75 GLEANTAIN MANOR, CARNAMUGGAGH, LETTERKENNY",,Donegal,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2017,"76 BRU NA GRUDAN, CASTLETROY, LIMERICK",,Limerick,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2020,"14 THE ANCHORAGE, THE CRESCENT, ROBSWALL MALAHIDE",,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2020,"37 BOLANDS COURT, GORT, GALWAY",,Galway,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2014,"32 WELLINGTON ST UPPER, DUBLIN 7, DUBLIN",,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2015,"COCKHILL ROAD, STAMULLEN, COUNTY MEATH",,Meath,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2014,"THE ROOKERY, BELLEGROVE, DUNCORMICK",,Wexford,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2020,"17 Feldberg, Upper Glenageary Road, Glenageary",,Dublin,"€396,475.77",No,Yes,New Dwelling house /Apartment,
06/01/2021,"2 Poddle View, Poddle Park, Kimmage",,Dublin,"€440,528.00",No,Yes,New Dwelling house /Apartment,
01/04/2019,"1203 ROBERTSTOWN WEST, NAAS, KILDARE",,Kildare,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2017,"29 BAYVIEW GLADE, KILLINEY, DUBLIN",,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2017,"12 GRIFFITH WALK, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€412,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2012,"35 Gort na Bro, Western Distributor Road, Galway",,Galway,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2019,"3 GORTAUGHER, BUNCRANA, CO DONEGAL",,Donegal,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"Apartment 16 Seascape, Clontarf",,Dublin,"€619,500.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/07/2021,"No. 82, Cois Dara, Chapelstown",,Carlow,"€207,048.46",No,Yes,New Dwelling house /Apartment,
22/01/2020,"18 FINNABAIR CRESCENT, UPPER MERCHES, DUNDALK",,Louth,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2019,"4 DALETREE VIEW, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2019,"57 KNOCKLYON RD, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,"€562,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2019,"APARTMENT 19, ARDILAUN COURT, CLONTARF",Dublin 3,Dublin,"€453,744.00",No,Yes,New Dwelling house /Apartment,
02/05/2013,"29 Sycamore Close, Newlands, Wexford",,Wexford,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"2 HAZEL GROVE, SPENCER PARK, CASTLEBAR",,Mayo,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"RINAMACKADERRIG, CARRIGAHOLT, KILKEG",,Clare,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2016,"122A TEMPLEVILLE DR, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2021,"109 LANESBOROUGH MEWS, MEAKSTOWN, DUBLIN 11",Dublin 11,Dublin,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2020,"78 CLUAIN ARD, KILLYCLUG, LETTERKENNY",,Donegal,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2016,"7 BRIDGEPOINT, ABBEY SQ, ENNISCORTHY",,Wexford,"€30,833.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2016,"14 WOODSIDE HALL, TICKNOCK HILL, TICKNOCK DUBLIN 18",Dublin 18,Dublin,"€231,200.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2010,"6 Eden Grove, Beaverstown Orchard, Donabate",,Dublin,"€279,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2020,"3 DARTMOUTH TERRACE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2021,"12 Riveroaks, Kilcoman, Ballaghaderreen",,Roscommon,"€75,000.00",No,Yes,New Dwelling house /Apartment,
10/05/2021,"41 ROS ARD, CAPPAGH ROAD, BARNA",,Galway,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2019,"23 TUSKAMORE AVE, ROSSLARE HARBOUR, WEXFORD",,Wexford,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"APT. 1 ST. ELENAS, BESSEXWELL LANE, DROGHEDA",,Louth,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2015,"2 Corrig Lodge, Portarlington",,Laois,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"80 DERRYRANE, OLD CORK RD, LIMERICK CITY",,Limerick,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2019,"69 MOYVILLE, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,"€476,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2013,"13 Harbour Court, Courtown Harbour, Gorey",,Wexford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"4  Clonowan, Ballyboy Road, Kilcormac",,Offaly,"€137,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2020,"141 Cedar Place, Ridgewood, Swords",,Dublin,"€342,427.00",No,Yes,New Dwelling house /Apartment,
25/06/2014,"Apartment 308 Bushy Park House, Templeogue Road, Terenure",,Dublin,"€328,340.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2011,"47 Glenshesk Road, Whitehall, Dublin 9",Dublin 9,Dublin,"€269,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2015,"44 Churchwell Square, Belmayne, Balgriffin",Dublin 13,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2021,"7 ST MOCHTAS GREEN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2012,"118 Springdale Road, Raheny",,Dublin,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2011,"199 Castlelawn Heights, Headford Road, Galway",,Galway,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"BALLYMAGUE, BUTTEVANT, CORK",,Cork,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2016,"LEAGH, RING, CO WATERFORD",,Waterford,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"NO. 6 COIS FARRAIGE, WEST END, CASTLETOWNBERE",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2017,"41 MAYESTON COURT, FINGLAS, DUBLIN 11",,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
