Date of Sale (yyyy/mm/dd),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month,Year,percent,Season,Province,GDP (USD-Billion),Total Number of Loans Approved,Added Post Codes
2018-09-28 00:00:00,"2 woodvale grove, clonsilla, d15",d15,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2018.0,0.032829940906106365,Autumn,Leinster,384.85,Unkown,d15
2019-09-24 00:00:00,"42 elmpark, sarsfield rd, wilton",,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2019.0,0.0946969696969697,Autumn,Munster,399.12,Unkown,
2011-12-22 00:00:00,"apt 28 pudding row, essex street east, d2",,Dublin,134000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2011.0,0.032829940906106365,Winter,Leinster,238.66,12834.0,d2
2016-01-07 00:00:00,"tullow rd, carlow",,Carlow,160000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2016.0,0.8547008547008548,Winter,Leinster,298.73,35037.0,
2017-01-16 00:00:00,"4 elmwood, clonsilla, d15",d15,Dublin,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2017.0,0.032829940906106365,Winter,Leinster,334.6,Unkown,d15
2019-10-29 00:00:00,"79 ginnell terrace, mullingar, westmeath",,Westmeath,115000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2019.0,0.5882352941176471,Autumn,Leinster,399.12,Unkown,
2017-03-16 00:00:00,"5 bridge avenue, royal canal park, ratoath road",,Dublin,361233.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3.0,2017.0,0.032829940906106365,Spring,Leinster,334.6,Unkown,
2021-01-13 00:00:00,"39 waterville hall, waterville terrace, waterville d15",d15,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2021.0,0.032829940906106365,Winter,Leinster,440.0,Unkown,d15
2018-12-20 00:00:00,"trinity villa, 29 estuary rd, malahide",,Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2018.0,0.032829940906106365,Winter,Leinster,384.85,Unkown,
2018-01-26 00:00:00,"apt 6, creagh house, mary st",,Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2018.0,0.29411764705882354,Winter,Munster,384.85,Unkown,
2019-07-11 00:00:00,"37 the downs, broadale, maryborough hill",,Cork,448000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2019.0,0.0946969696969697,Summer,Munster,399.12,Unkown,
2011-09-12 00:00:00,"12 saval park gardens, dalkey",,Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2011.0,0.032829940906106365,Autumn,Leinster,238.66,12834.0,
2019-11-01 00:00:00,"61 coolgreena rd, beaumont, d9",d9,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2019.0,0.032829940906106365,Autumn,Leinster,399.12,Unkown,d9
2020-04-24 00:00:00,"apartment 3, morristownbillar, newbridge",,Kildare,152500.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2020.0,0.22624434389140274,Spring,Leinster,425.89,Unkown,
2019-03-29 00:00:00,"49 the tramyard, spa rd, inchicore d8",d8,Dublin,207500.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2019.0,0.032829940906106365,Spring,Leinster,399.12,Unkown,d8
2019-09-19 00:00:00,"3 hanover sq, christ church, d8",d8,Dublin,322000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2019.0,0.032829940906106365,Autumn,Leinster,399.12,Unkown,d8
2021-10-26 00:00:00,"rathmore, aughnacliffe, co. longford",,Longford,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0,1.2345679012345678,Autumn,Leinster,440.0,Unkown,
2015-05-29 00:00:00,"78 parkgate place, parkgate st, dublin",d8,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2015.0,0.032829940906106365,Spring,Leinster,291.46,32236.0,d8
2014-02-05 00:00:00,"hollywood rath, mulhuddart",d15,Dublin,692500.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2014.0,0.032829940906106365,Winter,Leinster,258.63,31897.0,d15
2020-09-22 00:00:00,"22a bath st, irishtown, d4",d4,Dublin,376000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2020.0,0.032829940906106365,Autumn,Leinster,425.89,Unkown,d4
2013-05-15 00:00:00,"barnagowlane, bantry",,Cork,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2013.0,0.0946969696969697,Spring,Munster,238.21,19258.0,
2021-02-17 00:00:00,"48 corran ard, kilkenny rd, athy",,Kildare,165000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2021.0,0.22624434389140274,Winter,Leinster,440.0,Unkown,
2015-08-05 00:00:00,"cloonoo east, loughrea, galway",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2015.0,0.20533880903490762,Summer,Connaught,291.46,32236.0,
2015-12-22 00:00:00,"20 drury mills, saggart, co. dublin",,Dublin,268720.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12.0,2015.0,0.032829940906106365,Winter,Leinster,291.46,32236.0,
2019-06-21 00:00:00,"6 st colman's terrace, castletown geoghegan, co westmeath",,Westmeath,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2019.0,0.5882352941176471,Summer,Leinster,399.12,Unkown,
2018-02-22 00:00:00,"larkfield place, clayfarm",d18,Dublin,414096.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2.0,2018.0,0.032829940906106365,Winter,Leinster,384.85,Unkown,d18
2021-01-29 00:00:00,"killary, marlborough rd, glenageary",,Dublin,1765000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2021.0,0.032829940906106365,Winter,Leinster,440.0,Unkown,
2013-10-14 00:00:00,"47 ashview drive, sixmilebridge",,Clare,117000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2013.0,0.4329004329004329,Autumn,Munster,238.21,19258.0,
2014-05-12 00:00:00,"104 doorly park, sligo, sligo",,Sligo,79000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2014.0,0.7194244604316548,Spring,Connaught,258.63,31897.0,
2016-11-29 00:00:00,"64 church dr, eden gate, delgany",,Wicklow,294000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2016.0,0.32573289902280134,Autumn,Leinster,298.73,35037.0,
2020-03-18 00:00:00,"47 tara cove, ballymoney, gorey",,Wexford,387500.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2020.0,0.28653295128939826,Spring,Leinster,425.89,Unkown,
2020-02-17 00:00:00,"apt 8, 4 herberton street, herberton",,Dublin,262500.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2020.0,0.032829940906106365,Winter,Leinster,425.89,Unkown,
2011-08-03 00:00:00,"cloonaugh, carrowbehy, castlerea",,Roscommon,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2011.0,0.7407407407407408,Summer,Connaught,238.66,12834.0,
2018-07-17 00:00:00,"2 terminus villas, turkey road, tramore",,Waterford,50000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2018.0,0.4291845493562232,Summer,Munster,384.85,Unkown,
2021-03-24 00:00:00,"lackabeg, kildavin, carlow",,Carlow,160000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2021.0,0.8547008547008548,Spring,Leinster,440.0,Unkown,
2020-03-13 00:00:00,"18 woodlands ave, mullingar, westmeath",,Westmeath,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2020.0,0.5882352941176471,Spring,Leinster,425.89,Unkown,
2015-09-03 00:00:00,"552 mourne rd, drimnagh, d12",d12,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2015.0,0.032829940906106365,Autumn,Leinster,291.46,32236.0,d12
2018-01-19 00:00:00,"top floor apt, 14 warrington place, d2",d2,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2018.0,0.032829940906106365,Winter,Leinster,384.85,Unkown,d2
2020-12-03 00:00:00,"listowel road oak park, tralee co kerry",,Kerry,340000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2020.0,0.3703703703703704,Winter,Munster,425.89,Unkown,
2020-10-12 00:00:00,"80 hammerstone, straffan",,Kildare,427312.0,No,Yes,New Dwelling house /Apartment,None,10.0,2020.0,0.22624434389140274,Autumn,Leinster,425.89,Unkown,
2020-07-05 00:00:00,"54 grove island student village, grove island, corbally",,Limerick,255076.0,No,Yes,New Dwelling house /Apartment,None,7.0,2020.0,0.29411764705882354,Summer,Munster,425.89,Unkown,
2021-10-05 00:00:00,"163 charlesland grove, charlesland, greystones",,Wicklow,335000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0,0.32573289902280134,Autumn,Leinster,440.0,Unkown,
2014-11-17 00:00:00,"69 forbes quay, lazer lane, sir john rogersons quay d2",d2,Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2014.0,0.032829940906106365,Autumn,Leinster,258.63,31897.0,d2
2018-05-16 00:00:00,"ballygorey, mooncoin, kilkenny",,Kilkenny,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2018.0,0.8064516129032258,Spring,Leinster,384.85,Unkown,
2016-10-28 00:00:00,"192 river village, monksland, athlone",,Roscommon,140000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2016.0,0.7407407407407408,Autumn,Connaught,298.73,35037.0,
2020-06-25 00:00:00,"3 ard na deirge, killaloe, clare",,Clare,285000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2020.0,0.4329004329004329,Summer,Munster,425.89,Unkown,
2018-03-23 00:00:00,"11 the green, bracken court, donnybrook",,Cork,145000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2018.0,0.0946969696969697,Spring,Munster,384.85,Unkown,
2018-09-25 00:00:00,"48 boheroan, newmarket on fergus, clare",,Clare,65000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9.0,2018.0,0.4329004329004329,Autumn,Munster,384.85,Unkown,
2015-06-30 00:00:00,"44 the maltings, bonham street, d8",,Dublin,148000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2015.0,0.032829940906106365,Summer,Leinster,291.46,32236.0,d8
2019-05-09 00:00:00,"2 hyde park, templeogue, d6w",,Dublin,785000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2019.0,0.032829940906106365,Spring,Leinster,399.12,Unkown,d6
2020-12-10 00:00:00,"50 garran na dara, kilbrim, kanturk",,Cork,115000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2020.0,0.0946969696969697,Winter,Munster,425.89,Unkown,
2019-05-16 00:00:00,"61 the crescent, chandlers rest, rushbrooke lks cobh",,Cork,305000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2019.0,0.0946969696969697,Spring,Munster,399.12,Unkown,
2014-04-16 00:00:00,"20 sraid na mara, strandhill road, sligo",,Sligo,151000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2014.0,0.7194244604316548,Spring,Connaught,258.63,31897.0,
2012-12-20 00:00:00,"44 slievekeale road, waterford",,Waterford,31000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2012.0,0.4291845493562232,Winter,Munster,225.51,17769.0,
2017-01-12 00:00:00,"ardnagreine, firkale, glengarriff",,Cork,155000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2017.0,0.0946969696969697,Winter,Munster,334.6,Unkown,
2011-07-21 00:00:00,"minnistown road, laytown",,Meath,195000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2011.0,0.25316455696202533,Summer,Leinster,238.66,12834.0,
2016-05-27 00:00:00,"5 cabinteely dr, dunlaoghaire, d18",,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2016.0,0.032829940906106365,Spring,Leinster,298.73,35037.0,d18
2015-06-23 00:00:00,"40 ard uisce, whiterock, wexford",,Wexford,122500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6.0,2015.0,0.28653295128939826,Summer,Leinster,291.46,32236.0,
2018-04-05 00:00:00,"13 castlegate downs, adamstown, dublin",,Dublin,215494.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2018.0,0.032829940906106365,Spring,Leinster,384.85,Unkown,
2017-08-17 00:00:00,"milford, cottage pearse rd, bray",,Wicklow,129000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2017.0,0.32573289902280134,Summer,Leinster,334.6,Unkown,
2017-06-02 00:00:00,"stone cottage, old melifont rd, bgrath tullyallen",,Louth,270000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2017.0,0.37174721189591076,Summer,Leinster,334.6,Unkown,
2015-09-17 00:00:00,"2 orlynn park, lusk, dublin",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2015.0,0.032829940906106365,Autumn,Leinster,291.46,32236.0,
2021-10-20 00:00:00,"dooish, ballybofey, county donegal",,Donegal,20000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0,0.38461538461538464,Autumn,Ulster,440.0,Unkown,
2018-02-01 00:00:00,"cor na ron west, inverin, co galway",,Galway,155000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2018.0,0.20533880903490762,Winter,Connaught,384.85,Unkown,
2015-01-19 00:00:00,"64 beresford house, custom house sq, ifsc d1",d1,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2015.0,0.032829940906106365,Winter,Leinster,291.46,32236.0,d1
2015-05-20 00:00:00,"33 ros mor view, old scholarstown rd, knocklyon d16",d16,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2015.0,0.032829940906106365,Spring,Leinster,291.46,32236.0,d16
2017-12-19 00:00:00,"21 churchfield, dromahair, leitrim",,Leitrim,130000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2017.0,1.0752688172043012,Winter,Connaught,334.6,Unkown,
2011-05-20 00:00:00,"2 coolkellure rd., coolkellure, lehanaghmore",,Cork,264317.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5.0,2011.0,0.0946969696969697,Spring,Munster,238.66,12834.0,
2015-08-06 00:00:00,"17 prospect ave, glasnevin, d9",d9,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2015.0,0.032829940906106365,Summer,Leinster,291.46,32236.0,d9
2015-04-09 00:00:00,"27 rockfield cresent, church rd, blackrock",,Cork,510000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2015.0,0.0946969696969697,Spring,Munster,291.46,32236.0,
2017-04-12 00:00:00,"2 seaview paerk, ballybunion, kerry",,Kerry,305000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2017.0,0.3703703703703704,Spring,Munster,334.6,Unkown,
2016-10-21 00:00:00,"3 the bungalows, yellow rd upper, waterford",,Waterford,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2016.0,0.4291845493562232,Autumn,Munster,298.73,35037.0,
2017-12-10 00:00:00,"11 cnoc na ri, clybaun road, galway city",,Galway,340000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12.0,2017.0,0.20533880903490762,Winter,Connaught,334.6,Unkown,
2015-01-19 00:00:00,"20 fisherman's wharf, bowling green, galway",,Galway,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2015.0,0.20533880903490762,Winter,Connaught,291.46,32236.0,
2016-05-13 00:00:00,"slihaun, cappataggle, ballinasloe",,Galway,67000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2016.0,0.20533880903490762,Spring,Connaught,298.73,35037.0,
2018-07-06 00:00:00,"8  sruth ard, lurganboy, manorhamilton",,Leitrim,110132.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7.0,2018.0,1.0752688172043012,Summer,Connaught,384.85,Unkown,
2013-05-11 00:00:00,"3 corballis demesne, ratoath, co. meath",,Meath,160000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2013.0,0.25316455696202533,Spring,Leinster,238.21,19258.0,
2021-10-02 00:00:00,"6 cairnfort green, cairnfort, stepaside",,Dublin,757708.0,No,Yes,New Dwelling house /Apartment,None,10.0,2021.0,0.032829940906106365,Autumn,Leinster,440.0,Unkown,
2016-04-27 00:00:00,"119 harbour view, crofton rd, dun laoghaire",,Dublin,232000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2016.0,0.032829940906106365,Spring,Leinster,298.73,35037.0,
2020-12-21 00:00:00,"dungannon, leap, cork",,Cork,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2020.0,0.0946969696969697,Winter,Munster,425.89,Unkown,
2011-03-25 00:00:00,"no. 1 lakeview villas, aghadoe, killarney",,Kerry,139000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2011.0,0.3703703703703704,Spring,Munster,238.66,12834.0,
2010-08-07 00:00:00,"3 aughrim oaks, aughrim",,Wicklow,307500.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2010.0,0.32573289902280134,Summer,Leinster,221.66,20021.0,
2014-12-17 00:00:00,"ballymacscredeen east, manister, croom",,Limerick,190000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2014.0,0.29411764705882354,Winter,Munster,258.63,31897.0,
2019-06-26 00:00:00,"51 mill park, old nangor rd, clondalkin d22",d22,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2019.0,0.032829940906106365,Summer,Leinster,399.12,Unkown,d22
2013-10-15 00:00:00,"shandara, garretstown, dunshaughlin",,Meath,240000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2013.0,0.25316455696202533,Autumn,Leinster,238.21,19258.0,
2016-02-18 00:00:00,"inniscarra, benedine, nenagh",,Tipperary,232500.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2016.0,0.37174721189591076,Winter,Munster,298.73,35037.0,
2019-09-27 00:00:00,"gorse hill, new russian village, kilquade",,Wicklow,595000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2019.0,0.32573289902280134,Autumn,Leinster,399.12,Unkown,
2021-04-21 00:00:00,"barnatra, ballina, mayo",,Mayo,61750.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0,0.3968253968253968,Spring,Connaught,440.0,Unkown,
2019-05-07 00:00:00,"30 oakleigh, navan, co meath",,Meath,260000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2019.0,0.25316455696202533,Spring,Leinster,399.12,Unkown,
2014-07-22 00:00:00,"140 rusheeny village, clonsilla, d15",d15,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2014.0,0.032829940906106365,Summer,Leinster,258.63,31897.0,d15
2018-02-21 00:00:00,"8 castleross, dundalk, louth",,Louth,98000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2018.0,0.37174721189591076,Winter,Leinster,384.85,Unkown,
2011-10-18 00:00:00,"21 foxford, ballyowen lane, lucan",,Dublin,167500.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2011.0,0.032829940906106365,Autumn,Leinster,238.66,12834.0,
2014-07-29 00:00:00,"19 gingerstown park, caragh, naas",,Kildare,315000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2014.0,0.22624434389140274,Summer,Leinster,258.63,31897.0,
2019-05-27 00:00:00,"1 the paddocks, mallow, cork",,Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2019.0,0.0946969696969697,Spring,Munster,399.12,Unkown,
2020-03-09 00:00:00,"12 mountshannon court, mountshannon, co. clare",,Clare,150000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2020.0,0.4329004329004329,Spring,Munster,425.89,Unkown,
2016-07-15 00:00:00,"12 riverwalk, castlerea, roscommon",,Roscommon,32500.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2016.0,0.7407407407407408,Summer,Connaught,298.73,35037.0,
2014-06-30 00:00:00,"griffinstown, kinnegad, westmeath",,Westmeath,140000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2014.0,0.5882352941176471,Summer,Leinster,258.63,31897.0,
2021-09-28 00:00:00,"gorteen, ring, dungarvan",,Waterford,272000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2021.0,0.4291845493562232,Autumn,Munster,440.0,Unkown,
2015-06-08 00:00:00,"tarmon west, kilkee",,Clare,17500.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2015.0,0.4329004329004329,Summer,Munster,291.46,32236.0,
2015-02-10 00:00:00,"apt 1, abbeykiln house, abbey st",,Sligo,30000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2015.0,0.7194244604316548,Winter,Connaught,291.46,32236.0,
2013-11-19 00:00:00,"171 glenwood, dublin road, dundalk",,Louth,75000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2013.0,0.37174721189591076,Autumn,Leinster,238.21,19258.0,
2017-03-13 00:00:00,"11 richmond est, sallybrook, glanmire",,Cork,430000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2017.0,0.0946969696969697,Spring,Munster,334.6,Unkown,
2020-01-24 00:00:00,"eden lodge, ballybride road, rathmichael",,Dublin,1040000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2020.0,0.032829940906106365,Winter,Leinster,425.89,Unkown,
2014-07-15 00:00:00,"18 radharc na mara, downings, letterkenny",,Donegal,55700.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2014.0,0.38461538461538464,Summer,Ulster,258.63,31897.0,
2018-12-10 00:00:00,"97 drakes point, drakes point, crosshaven",,Cork,295154.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12.0,2018.0,0.0946969696969697,Winter,Munster,384.85,Unkown,
2020-12-21 00:00:00,"boughlone, pallas, portlaoise",,Laois,115000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2020.0,0.6578947368421052,Winter,Leinster,425.89,Unkown,
2016-05-31 00:00:00,"6 bayside villas, sandylane, rush",,Dublin,124000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2016.0,0.032829940906106365,Spring,Leinster,298.73,35037.0,
2017-05-26 00:00:00,"704 pier head, allins quay, youghal",,Cork,96916.29,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5.0,2017.0,0.0946969696969697,Spring,Munster,334.6,Unkown,
2013-06-24 00:00:00,"apartment no. 32, block b, water's gate",,Waterford,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2013.0,0.4291845493562232,Summer,Munster,238.21,19258.0,
2021-04-26 00:00:00,"166 parchment sq, model farm rd, cork",,Cork,105000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0,0.0946969696969697,Spring,Munster,440.0,Unkown,
2017-05-01 00:00:00,"4 gleann fia, mogeely, castlemartyr",,Cork,169000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5.0,2017.0,0.0946969696969697,Spring,Munster,334.6,Unkown,
2019-08-03 00:00:00,"house b, dromahane, mallow",,Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2019.0,0.0946969696969697,Summer,Munster,399.12,Unkown,
2014-07-11 00:00:00,"oorth, gleneely, donegal",,Donegal,113000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2014.0,0.38461538461538464,Summer,Ulster,258.63,31897.0,
2010-05-02 00:00:00,"6 curragh hall, tyrrelstown",d15,Dublin,216000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2010.0,0.032829940906106365,Spring,Leinster,221.66,20021.0,d15
2014-07-24 00:00:00,"11 loreto chapel, loreto road, killarney",,Kerry,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2014.0,0.3703703703703704,Summer,Munster,258.63,31897.0,
2021-02-12 00:00:00,"7 rockville, stradbally, co waterford",,Waterford,220000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2021.0,0.4291845493562232,Winter,Munster,440.0,Unkown,
2017-01-17 00:00:00,"st judes, 5 haldene lawn, bishopstown",,Cork,345000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2017.0,0.0946969696969697,Winter,Munster,334.6,Unkown,
2011-06-30 00:00:00,"47 ocean wave, aylesbury park, knappaghmore",,Sligo,202643.17,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6.0,2011.0,0.7194244604316548,Summer,Connaught,238.66,12834.0,
2020-12-14 00:00:00,"16 newtown manor, monaleen, castetroy",,Longford,264317.18,No,Yes,New Dwelling house /Apartment,None,12.0,2020.0,1.2345679012345678,Winter,Leinster,425.89,Unkown,
2015-08-05 00:00:00,"72 aungier street, d2",d2,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2015.0,0.032829940906106365,Summer,Leinster,291.46,32236.0,d2
2018-11-12 00:00:00,"4 temple court, templewoods, greenhills road",d24,Dublin,220896.76,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11.0,2018.0,0.032829940906106365,Autumn,Leinster,384.85,Unkown,d24
2019-02-21 00:00:00,"cregmore, claregalway, county galway",,Galway,350000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2019.0,0.20533880903490762,Winter,Connaught,399.12,Unkown,
2015-05-10 00:00:00,"21 morgan st, waterford, waterford",,Waterford,65000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2015.0,0.4291845493562232,Spring,Munster,291.46,32236.0,
2017-09-28 00:00:00,"36 fairfields, fethard rd, clonmel",,Tipperary,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2017.0,0.37174721189591076,Autumn,Munster,334.6,Unkown,
2017-02-17 00:00:00,"31 crescent place, clontarf, d3",d3,Dublin,507500.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2017.0,0.032829940906106365,Winter,Leinster,334.6,Unkown,d3
2011-04-28 00:00:00,"138 bettyglen, raheny, d5",,Dublin,402000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2011.0,0.032829940906106365,Spring,Leinster,238.66,12834.0,d5
2019-10-25 00:00:00,"foxs castle, leamybrien, dungarvan",,Waterford,88000.0,No,Yes,New Dwelling house /Apartment,None,10.0,2019.0,0.4291845493562232,Autumn,Munster,399.12,Unkown,
2016-04-19 00:00:00,"the glade, tymullen, monasterboice",,Louth,400000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2016.0,0.37174721189591076,Spring,Leinster,298.73,35037.0,
2013-07-16 00:00:00,"kinard west, lispole",,Kerry,265000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2013.0,0.3703703703703704,Summer,Munster,238.21,19258.0,
2019-06-28 00:00:00,"5 ashbrook gardens, mountrath rd, portlaoise",,Laois,145000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2019.0,0.6578947368421052,Summer,Leinster,399.12,Unkown,
2021-03-26 00:00:00,"clonardran, garlow cross, navan",,Meath,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2021.0,0.25316455696202533,Spring,Leinster,440.0,Unkown,
