Date of Sale (yyyy/mm/dd),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month,Year
2017-07-21,"2 Lonsdale, 726-728 Howth Road, Raheny",Dublin 5,Dublin,792951.54,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,7,2017
2014-06-24,"85 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD",None,Wexford,52500.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2014
2011-10-18,"1 Ned's Close, Dunfanaghy",None,Donegal,158590.31,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,2011
2017-01-23,"45 WALKINSTOWN AVE, DUBLIN 12, DUBLIN",Dublin 12,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2017
2016-05-19,"MILETREE, CLONMEL, TIPPERARY",None,Tipperary,230000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2016
2012-11-12,"Doon, Ballyconnell",None,Cavan,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2012
2021-11-10,"22 The Lawn, Ledwill Park, Kilcock",None,Kildare,273127.0,No,Yes,New Dwelling house /Apartment,None,11,2021
2019-08-16,"70 ELLESMERE AVENUE, NCR, DUBLIN 7",None,Dublin,570000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2019
2018-11-30,"79 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE",None,Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2018
2010-08-27,"20 The Glen, Coosan, Athlone",None,Westmeath,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2010
2017-01-27,"SAN MICHELLE, KETTLES LANE, SWORDS",None,Dublin,1200000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2017
2019-03-22,"65 ELMBROOK WALK, LUCAN, DUBLIN",None,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2019
2013-05-16,"Furrymelia West, Barna, Galway",None,Galway,145000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2013
2018-03-23,"20 KILNAVARA HEIGHTS, CAVAN, CAVAN",None,Cavan,115000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2018
2020-04-12,"106 WATERSIDE, CHARLOTTE QUAY, DUBLIN 4",Dublin 4,Dublin,301000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2020
2016-07-14,"23 Wheatley Hills, Broomfield Village, Midleton",None,Cork,224670.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,7,2016
2018-08-17,"72 Ballygossan Park, Golf Links Road, Skerries",None,Dublin,362832.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,8,2018
2016-10-19,"6 Elder Heath View, Kiltipper, Tallaght",Dublin 24,Dublin,246696.03,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,2016
2017-06-29,"34 REDESDALE RD, MOUNT MERRION, DUBLIN",None,Dublin,870000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2017
2011-07-15,"Johnstown, Bennekerry",None,Carlow,82000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2011
2019-05-09,"70 CORNMILL, DISTILLERY RD, DUBLIN 3",Dublin 3,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2019
2010-09-17,"Liscormack, Kildysart",None,Clare,175000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2010
2014-12-16,"46 ARDMORE, CLAREMORRIS, CO MAYO",None,Mayo,33500.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2014
2016-03-18,"131 RATHFARNHAM RD, RATHFARNHAM, DUBLIN 16",Dublin 14,Dublin,530000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2016
2020-06-17,"RHUE, KILMORE, CARRICK ON SHANNON",None,Roscommon,10000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2020
2013-09-20,"3 Oakleigh, Swan Lane, Navan",None,Meath,275000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2013
2019-03-07,"183 CAPTAINS RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2019
2018-08-14,"THE CLACKEN, KNOCKMARK, DRUMREE",None,Meath,390000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2018
2020-04-08,"GLANLOUGH, BANTRY, CO CORK",None,Cork,210000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2020
2021-03-25,"22 The Grove, Whitefield Hall, Bettystown",None,Meath,246700.0,No,Yes,New Dwelling house /Apartment,None,3,2021
2019-01-11,"21 PORTLAND LOCK, ROYAL CANAL, DUBLIN 1",Dublin 1,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2019
2020-08-24,"19 DAVITT ST, TIPPERARY, TIPPERARY",None,Tipperary,75000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2020
2016-12-02,"31 THE BOULEVARD, BEALING VILLAGE, TYRRELSTOWN DUBLIN 15",Dublin 15,Dublin,197000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2016
2018-10-23,"GRINZING, PUTLAND RD, BRAY",None,Wicklow,690000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2018
2014-08-20,"22 SEAMOUNT HOILIDAY VILLAGE, RIVER CHAPEL, GOREY",None,Wexford,85000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2014
2017-07-06,"15 REUBEN ST, DOLPHINS BARN, DUBLIN 8",Dublin 8,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2017
2017-03-31,"8 THE PADDOCKS CRESCENT, ADAMSTOWN, LUCAN",None,Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2017
2015-07-31,"73 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",Dublin 9,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2015
2014-08-08,"57 GLENCORA, NEWMARKET ON FERGUS, CLARE",None,Clare,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2014
2021-11-30,"10 TEMPLEVILLE, PUNCHES CROSS, LIMERICK",None,Limerick,465000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2021
2014-12-26,"17 THE ROAD, FOX LODGE WOODS, RATOATH",None,Meath,390000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2014
2018-03-23,"13 ASHBROOK GARDENS, MOUNTRATH RD, PORTLAOISE",None,Laois,140000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2018
2019-07-31,"ARDILAUN, SALLYBROOK GLANMIRE, CORK",None,Cork,1100000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2019
2019-02-12,"64 Dun Eimear, Bettystown",None,Meath,275000.0,No,Yes,New Dwelling house /Apartment,None,2,2019
2020-07-12,"12 ALEXANDRA WALK, ABBEYLANDS, CLANE",None,Kildare,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2020
2015-11-27,"VALENTIA HOUSE, THE PROMENADE KNIGHTSTOWN, VALENTIA ISL",None,Kerry,340000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2015
2013-03-28,"No. 20 The Olde Mills, Garryowen, Cloyne",None,Cork,135000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2013
2018-11-28,"Unit 15 An Riasc, Farnham Drive, Finglas",Dublin 11,Dublin,295000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,11,2018
2017-06-22,"31 DONNYBROOK CASTLE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2017
2021-02-11,"CLOONLARA, BRICKENS, CLAREMORRIS",None,Mayo,75000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2021
2013-12-20,"65 SARAN WOOD, KILLARNEY RD, BRAY",None,Wicklow,216000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2013
2017-09-02,"8  Abbots Grove Avenue, Abbots Grove, Knocklyon",None,Dublin,325110.13,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,2017
2011-11-08,"2 Ferryview Cottages, World's End, Kinsale",None,Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2011
2012-07-18,"56 Stratton Walk, Adamstown Square, Adamstown",None,Dublin,162996.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,2012
2021-05-02,"19 MARLBOROUGH ROAD, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,950000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2021
2017-11-17,"Unit 13 Terenure Gate, Terenure Road West, Dublin 6W",Dublin 6w,Dublin,524229.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,2017
2017-05-18,"Apartment 3  Block 6, New Priory, Hole in the Wall Road",Dublin 13,Dublin,175000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,2017
2019-06-24,"99 WEWLYN RD MARYBOROUGH WOODS, DOUGLAS, CORK",None,Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2019
2010-12-22,"40 Stocking Wood Heath, Stocking Avenue, Rathfarnham",None,Dublin,181818.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,2010
2019-01-08,"7 WESTBROOK AVE, BALBRIGGAN, DUBLIN",None,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2019
2013-11-25,"Knocknoe, Pouldine, Thurles",None,Tipperary,225000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2013
2012-10-25,"341 Sutton Park, Sutton, Dublin 13",None,Dublin,490000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2012
2013-05-29,"58 COOLEY PARK, DUNDALK, CO LOUTH",None,Louth,34690.0,Yes,No,Second-Hand Dwelling house /Apartment,None,5,2013
2017-09-02,"LAKEMOUNT, GLANMIRE, CORK",None,Cork,775000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2017
2017-12-20,"7 Willowbrook Retirement Village, Mocklershill",None,Tipperary,15857.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,2017
2016-03-06,"5 Hayfield, Straffan Road, Maynooth",None,Kildare,211400.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3,2016
2019-10-05,"MALA TEACHIN, SLIEVE EAST, CAMP",None,Kerry,133000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2019
2015-09-22,"2 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS",None,Mayo,23333.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2015
2017-03-11,"10 FITZPATRICKS, COTTAGES, DUBLIN",None,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2017
2015-09-24,"CLOSSAGH RD, BELASS, FOXFORD",None,Mayo,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2015
2019-11-07,"103 ABBEY COURT, ENNIS, CO CLARE",None,Clare,227500.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2019
2015-12-24,"1A Dorgans Rd, Glasheen, Cork",None,Cork,205000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,2015
2016-12-09,"RANTOGUE, AGHACASHEL, COUNTY LEITRIM",None,Leitrim,75000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2016
2018-05-23,"4 PATRICKS COURT, LISTOWEL, KERRY",None,Kerry,120000.0,Yes,No,Second-Hand Dwelling house /Apartment,None,5,2018
2017-07-28,"ARCH MEWS, CHURCH HILL, ENNISKERRY",None,Wicklow,259000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2017
2016-03-30,"40 HOLYWELL WAY, FELTRIM HALL ESTATE, SWORDS",None,Dublin,145000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2016
2021-10-28,"42 CARROWMORE MEADOWS, KNOCK, MAYO",None,Mayo,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2021
2015-09-18,"3 ROSSE COURT HOUSE, BALGADDY RD, LUCAN",None,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2015
2021-08-31,"180 SHANOWEN, RATHCORMAC, CORK",None,Cork,272000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2021
2013-04-30,"33 Coill Dubh, Naas",None,Kildare,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2013
2013-09-13,"51 Saint Laurence Park, Drogheda",None,Louth,41613.0,Yes,No,Second-Hand Dwelling house /Apartment,None,9,2013
2020-06-29,"9 BROADFORD CLOSE, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,432000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2020
2012-04-26,"47 Cherrywood Drive, Clondalkin, Dublin 22",None,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2012
2013-04-19,"Apartment 421, Galloping Green, Stillorgan Road",None,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2013
2016-10-17,"NO 8 TOORAREE, BALLYHAUNIS, CO MAYO",None,Mayo,46500.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2016
2010-10-18,"4 Anglesea Avenue, Blackrock",None,Dublin,780000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2010
2017-10-20,"107 MT CARMEL AVE, WICKLOW TOWN, WICKLOW",None,Wicklow,190000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2017
2017-05-26,"CREGG, OUGHTERARD, GALWAY",None,Galway,180000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2017
2017-01-03,"13 HAMPTON WOOD GREEN, HAMPTON WOOD, ST. MARGARETS  FINGLAS",Dublin 11,Dublin,194000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2017
2010-09-28,"8 warrenstown garth, blanch, d 15",Dublin 15,Dublin,187500.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2010
2018-09-07,"6 The Park, Janeville, Cork Rd",None,Cork,392071.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,9,2018
2018-11-13,"17C, MAIN ST, ONGAR VILLAGE DUBLIN 15",Dublin 15,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2018
2010-04-06,"9 st. marys terrace, askeaton, co. limerick",None,Limerick,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2010
2013-05-02,"11 Peyton Close, Stoney Road, Rathcoole",None,Dublin,255000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,2013
2017-12-20,"37 HOLYWELLANE, BLOCK 6, SWORDS DUBLIN",None,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2017
2021-01-11,"18  MAYDENHAYES ROAD, MAYDENHAYES, MORNINGTON",None,Meath,315000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2021
2013-10-18,"Dromina, Woodsrtown",None,Waterford,368500.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2013
2010-01-27,"122 Ashill Manor, Kilmallock",None,Limerick,125000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,2010
2022-12-01,"74 DAKOTA COURT, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7",Dublin 7,Dublin,278000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2022
2020-03-27,"81 PINEBROOK, TRIM, MEATH",None,Meath,242020.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2020
2012-11-22,"Appledown, Dublin Road, Malahide",None,Dublin,915000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2012
2015-04-08,"Apartment 6 C  Second Floor, Block C  Craddockstown Court, Naas",None,Kildare,100000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,2015
2020-07-15,"CRACKNAGH, CULDAFF, CO. DONEGAL",None,Donegal,155000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2020
2020-02-06,"3 PRIORLAND GROVE, DUBLIN RD, DUNDALK",None,Louth,285000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2020
2013-06-12,"14 OAKFIELD LAWN, BALLINLOUGH, CORK",None,Cork,252000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2013
2011-01-04,"2 An Creag Ard, Lahinch",None,Clare,415506.6,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,1,2011
2019-09-19,"17 DUNFIERTH PARK, JOHNSTOWN BRIDGE, CO KILDARE",None,Kildare,255000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2019
2010-12-03,"Riverchapel, Courtown, Gorey",None,Wexford,150000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2010
2020-02-28,"9 BLUEBERRY HILL, ESKER HILLS, PORTLAOISE",None,Laois,177000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2020
2020-10-06,"Apartment No.12, Abelard Square, Phoenix Park Racecourse",Dublin 15,Dublin,155266.08,No,Yes,New Dwelling house /Apartment,None,10,2020
2014-09-01,"16  Castleland Park Avenue, Balbriggan",None,Dublin,185022.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,2014
2016-12-12,"SHANAVALLY, RIVERSTICK, CORK",None,Cork,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,None,12,2016
2020-02-03,"5  Bridgegate Drive, Ardee",None,Louth,211453.0,No,Yes,New Dwelling house /Apartment,None,2,2020
2014-09-23,"CARRA, GRANARD, LONGFORD",None,Longford,85000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2014
2016-05-27,"87 WOLFE TONE STREET, LIMERICK CITY",None,Limerick,69811.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2016
2018-11-28,"ANNE STREET, BAILEBOROUGH, CO CAVAN",None,Cavan,25000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2018
2015-10-11,"12 ORBY WAY, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2015
2018-12-20,"47 Glenheron View, Glenheron, Greystones",None,Wicklow,383260.0,No,Yes,New Dwelling house /Apartment,None,12,2018
2016-06-20,"25 THE MAPLES, HAZELHILL, BALLYHAUNIS",None,Mayo,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2016
2018-12-10,"7 Carton Wood, Dublin Road, Maynooth",None,Kildare,378885.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,2018
2021-02-26,"26A Maple Drive, Archerstown Wood, Ashbourne",None,Meath,421586.0,No,Yes,New Dwelling house /Apartment,None,2,2021
2021-12-22,"APT 2, 97 SEAPOINT AVE, MONKSTOWN",None,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2021
2020-04-08,"8 Elder Heath Green, Elder Heath, Kiltipper Road",Dublin 24,Dublin,273127.75,No,Yes,New Dwelling house /Apartment,None,4,2020
2013-12-03,"Milltown, Bellewstown",None,Meath,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2013
2016-12-16,"KILLACLORAN, AUGHRIM, WICKLOW",None,Wicklow,199000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2016
2015-06-08,"55 ST HELENS VILLAGE, KILRANE, ROSSLARE HARBOUR",None,Wexford,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2015
2014-11-21,"ATLANTIS, ROGERSTOWN, RUSH",None,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2014
2020-09-29,"No. 1 The Courtyard, Heatherside, Vale Road",None,Wicklow,223171.81,No,Yes,New Dwelling house /Apartment,None,9,2020
2016-11-02,"CRISSAUN, BALLINEA, MULLINGAR",None,Westmeath,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2016
2020-06-24,"432 CLONARD RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,469000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2020
2014-03-18,"14 DOLMEN MEWS, KILKENNY RD, CARLOW",None,Carlow,22500.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2014
2017-02-23,"152 SEVEN OAKS, SARSFIELD RD, DUBLIN 10",Dublin 10,Dublin,74902.71,Yes,No,Second-Hand Dwelling house /Apartment,None,2,2017
2015-02-18,"50 Battery Court, demesne lane, longford",None,Longford,55000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2,2015
2017-06-16,"7 Seagreen Avenue, Greystones",None,Wicklow,356828.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,6,2017
2014-07-24,"85 THE OAKS, NEWBRIDGE, KILDARE",None,Kildare,180000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2014
2020-10-09,"56 BOW BRIDGE, OLD KILMAINHAM VILLAGE, DUBLIN 8",Dublin 8,Dublin,228000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2020
2019-11-22,"21 SILVERGROVE, BALLYBEG, ENNIS",None,Clare,440000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2019
2017-01-12,"8 Hyde Road, Belmont, Aikens Village",None,Dublin,418502.2,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,2017
2017-06-15,"30 GLEANN FIA, MOGEELY, CO CORK",None,Cork,158590.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,2017
2016-01-13,"FAIRWAYS, THE PARK, KILLARNEY",None,Kerry,290000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2016
2012-12-21,"51 Willow Grove, Mountmellick",None,Laois,46750.0,Yes,No,Second-Hand Dwelling house /Apartment,None,12,2012
2015-02-10,"39 ARDSHANAVOOLY EST, PARK RD, KILLARNEY",None,Kerry,130000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2015
2021-12-17,"28 Cnoc an Cairn, Dingle",None,Kerry,259911.0,No,Yes,New Dwelling house /Apartment,None,12,2021
2017-01-11,"16 WOODRUN, VERDEMONT, SNUGBOROUGH RD DUBLIN 15",Dublin 15,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2017
2017-02-27,"50 LOUGHANTARVE, KNOCKBRIDGE, DUNDALK",None,Louth,135000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2017
2012-07-08,"11 Droim an Oir, Dromin Road, Nenagh",None,Tipperary,200000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,2012
2013-01-17,"Richmond Street, Connaught Road, Longford",None,Longford,105000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2013
2012-11-05,"51 Woodlands, dunleer",None,Louth,96916.29,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,2012
2015-03-20,"2 Cois Abhainn, Bellaghy, Charlestown",None,Sligo,91894.27,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,3,2015
2011-07-13,"22 Auburn Park, Auburn Avenue, Castleknock",None,Dublin,168000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,2011
2012-04-23,"46 MIllbourne Crescent, Slane Road, Ashbourne",None,Meath,190300.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,4,2012
2019-10-24,"25 FOXWOOD, FELTRAM ROAD, SWORDS",None,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2019
2010-08-16,"19 Slademore Avenue, Ard-Na-Greine",None,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2010
2013-11-03,"10 Lough View Park, Ballymacarthur, Greencastle",None,Donegal,105000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,11,2013
2021-11-02,"36 LOURDES RD, MARYLAND, CORK ST DUBLIN 8",Dublin 8,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2021
2016-05-27,"13 ST OLIVER PLUNKETT, TERRACE, CLONMEL",None,Tipperary,52350.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2016
2010-08-07,"377 Boireann Bheag, Roscam, Galway",None,Galway,249500.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,8,2010
2017-02-05,"HOCHELAGA, SHANAGARRY, CORK",None,Cork,366000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2017
2015-11-26,"10 CUSHLOUGH, SALEEN, CASTLEBAR",None,Mayo,72500.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2015
2019-12-12,"13 BRACKEN VIEW, CARPENTERSTOWN ROAD, CARPENTERSTOWN",Dublin 15,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2019
2018-11-21,"3 Rathmill Green, Rathmill Manor, Rathcoole",None,Dublin,345964.41,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,2018
2020-01-27,"11 HAZELWOOD, THURLES, TIPPERARY",None,Tipperary,175000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2020
2010-01-29,"37 Heywood Court, Santry",Dublin 9,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2010
2019-09-18,"4 Maydenhayes Glen, Mornington",None,Meath,263876.0,No,Yes,New Dwelling house /Apartment,None,9,2019
2018-09-11,"14 MAYNOOTH PARK, MAYNOOTH, KILDARE",None,Kildare,290000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2018
2012-07-13,"Apartment 6  Boderg, Shannon Court, Carrick-on-Shannon",None,Leitrim,46000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2012
2019-01-17,"THE DAWN, BOG RD, LISDOONVARNA",None,Clare,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2019
2011-04-11,"15 Ashdale Road, Terenure, Dublin 6",None,Dublin,622000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2011
2019-11-28,"71 RUSHEEN ARD, CALTRAGH, SLIGO",None,Sligo,166000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2019
2013-04-22,"3 poulakerry, kilsheelan, clonmel",None,Tipperary,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2013
2021-10-01,"13 OLD BUNDORAN RD, SLIGO, SLIGO",None,Sligo,122000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2021
2010-09-30,"6  The Beeches, Ard Cashel, Watergrasshill",None,Cork,163200.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,2010
2010-03-30,"4 cruby hill, galway road, roscommon",None,Roscommon,240000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2010
2017-05-05,"NO 1 MALONEYS APARTMENT, HIGH ST, TUAM",None,Galway,40000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2017
2019-05-17,"16 LORETO ABBEY, GRANGE RD, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2019
2014-02-20,"The Rectory, Annamoe, Co Wicklow",None,Wicklow,320000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2014
2017-01-24,"89 ROSEVILLE, NAAS, KILDARE",None,Kildare,242500.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2017
